3516;Szabó Károly           
3530;Szabó Lőrinc           
3516;Szabó Zoltán           
3521;Szacsvay Imre          
3508;Szalag                 
3521;Szalay András          
3528;Szalay Lajos
3508;Szamóca                
3532;Szamos                 
3533;Szántó Kovács János    
3534;Szarkahegy
3532;Szarkaláb
3519;Szathmáry Király Pál   
3525;Százszorszép
3519;Szebeni                
3525;Széchenyi István       
3530;Széchenyi István       
3533;Szeder                 
3533;Szegedi                
3526;Szegfű                 
3535;Székely                
3527;Szekerész              
3526;Szeles                 
3517;Szeleta                
3530;Szemere Bertalan       
3518;Szén                   
3521;Széna                  
3526;Szendrei János         
3528;Szénfy Gusztáv         
3525;Szent Anna
3531;Szent Anna
3532;Szent Imre             
3530;Szent István           
3525;Szent László           
3519;Szentbenedek Hegyi     
3529;Szentgyörgy            
3518;Szentistványi          
3519;Szentkereszthegy
3517;Szentlélek
3525;Szentpáli              
3526;Szentpéteri
3521;Szép                   
3525;Szepessy Pál           
3535;Szépvölgy              
3521;Szerb Antal            
3532;Szerdahelyi Kálmán     
3508;Szeretet               
3533;Szervezet              
3530;Sziget                 
3529;Szigethy Mihály        
3529;Szigligeti Ede         
3535;Szikla                 
3529;Szilágyi Dezső         
3529;Szilvás                
3535;Szilvásvölgy
3527;Szinva                 
3534;Szinyei Merse Pál      
3508;Szirmai                
3521;Szirmay Antal          
3518;Szirom                 
3519;Szitakötő              
3525;Szivárvány
3516;Szolártsik Sándor      
3527;Szondy György          
3508;Szózat                 
3516;Szőlő                  
3531;Szövő                  
3528;Szrog Sámuel           
3525;Szűcs Sámuel           
3516;Szűcs Sándor           
3519;Szűrcsapó              
3508;Tábortűz               
3525;Tag                    
3516;Takata
3518;Taksony                
3528;Takta
3508;Tallér                 
3532;Tamási Áron            
3529;Tampere
3518;Táncihegy
3534;Táncsics Mihály        
3519;Tanító                 
3516;Tapolcai               
3535;Tapolcarét
3528;Tapoly                 
3516;Tarcsa       
3521;Tarcsay Vilmos         
3525;Tárkányi Béla          
3528;Tarló                  
3528;Tarna
3518;Tárna                  
3516;Tárogató               
3521;Tartsay Vilmos
3526;Tass                   
3534;Tatár                  
3531;Tatár                  
3534;Tatárárok              
3533;Tatárdomb
3532;Tátra                  
3519;Tavasz
3528;Tavirózsa
3533;Técsey Ferenc          
3516;Tégla                  
3533;Téglagyári             
3531;Teleki                 
3530;Teleki Blanka          
3534;Telepy György          
3528;Temes                  
3526;Temesvári              
3534;Temető                 
3516;Temetőalja             
3528;Templom                
3508;Templom                
3516;Templomhegyi           
3532;Testvériség            
3529;Testvérvárosok         
3526;Tetemvár 
3526;Tetemvár
3526;Tetemvár              
3526;Tetemvár         
3519;Thaly Kálmán           
3531;Thököly Imre           
3519;Tímár                  
3532;Tímár malom            
3525;Tinódi                 
3528;Tisza                  
3533;Tizedik                
3533;Tizenegyedik           
3530;Tizeshonvéd            
3525;Tizeshonvéd            
3534;Tokaji Ferenc          
3525;Toldi Miklós           
3530;Tompa Mihály           
3534;Tópart                 
3533;Topiczer János         
3519;Tornai                 
3532;Torontáli              
3530;Toronyalja             
3531;Tóth                   
3535;Tóth Árpád             
3528;Tóth Pál               
3533;Töbrös                 
3535;Tölgy                  
3527;Tölgyesi               
3508;Töltés                 
3535;Tömörkény István       
3527;Tömösi                 
3531;Török Ignác            
3535;Törökverő              
3519;Trencséni              
3530;Tulipán                
3516;Tücsök                 
3527;Tüzér                  
3518;Ucekaj                 
3530;Uitz Béla              
3521;Új Élet                
3518;Újakna                 
3533;Újgyőri
3532;Újítók                 
3519;Újjáépítés             
3521;Újkert                 
3517;Újmassa
3519;Ungvári                
3534;Üllő                   
3527;Üteg                   
3521;Váci Mihály            
3517;Vadas Jenő             
3518;Vadász                 
3516;Vadász                 
3519;Vadgalamb              
3508;Vadrózsa               
3516;Vadvirág
3527;Vágóhíd                
3534;Vájár                  
3535;Vajda János            
3527;Váltó                  
3529;Váncza Mihály          
3534;Vár                    
3519;Váradi                 
3533;Vargaoldal
3519;Várhegy                
3525;Várközi Lajos
3530;Városház               
3532;Vas                    
3534;Vas Gereben            
3517;Vásárhelyi István      
3527;Vásárhelyi Pál         
3527;Vásártéri              
3532;Vasgyári               
3533;Vasgyári               
3531;Vasgyári               
3533;Vasöntő                
3518;Vasút                  
3529;Vasvári Pál            
3535;Vasverő                
3531;Vászonfehérítő         
3529;Vécsey Károly          
3528;Velence                
3529;Venyige                
3519;Veréb
3527;Vereckei               
3519;Verne Gyula            
3534;Verseny                
3529;Vezér                  
3527;Vikend                 
3508;Világ                  
3534;Vince                  
3519;Viola                  
3532;Virág                  
3528;Visó                   
3527;Vitéz                  
3516;Vizirózsa              
3525;Vologda                
3533;Völgy
3534;Vörös                  
3533;Vörös Bérc             
3530;Vörösmarty Mihály      
3525;Wass Albert
3531;Wesselényi Miklós      
3528;Zagyva                 
3528;Zala                   
3530;Zamenhof               
3519;Zárda                  
3508;Zászló                 
3519;Zempléni               
3534;Zenta                  
3527;Zielinsky Szilárd      
3519;Zilahi                 
3532;Zoltán                 
3519;Zólyomi                
3526;Zombori                
3529;Zrínyi Ilona           
3516;Zsák
3528;Zsedényi Béla          
3527;Zsigmondy Vilmos       
3530;Zsolcai                
3526;Zsolcai
3527;Zsolcai
3519;Zsórioldal
