CODE;NUTS_3
BKR1268;MT001
BKR1269;MT001
BKR1270;MT001
BKR1271;MT001
BKR1273;MT001
BKR1274;MT001
BKR1275;MT001
BKR1276;MT001
BKR1277;MT001
BKR1280;MT001
BKR1281;MT001
BKR1282;MT001
BKR1283;MT001
BKR1284;MT001
BKR1285;MT001
BKR1286;MT001
BKR1287;MT001
BKR1288;MT001
BKR1289;MT001
BKR1310;MT001
BKR1320;MT001
BKR1330;MT001
BKR1331;MT001
BKR1350;MT001
BKR1360;MT001
BKR1361;MT001
BKR1362;MT001
BKR1363;MT001
BKR1400;MT001
BKR1401;MT001
BKR1402;MT001
BKR1403;MT001
BKR1404;MT001
BKR1405;MT001
BKR1406;MT001
BKR1407;MT001
BKR1410;MT001
BKR1411;MT001
BKR1412;MT001
BKR1413;MT001
BKR1420;MT001
BKR1421;MT001
BKR1422;MT001
BKR1423;MT001
BKR1424;MT001
BKR1425;MT001
BKR1426;MT001
BKR1427;MT001
BKR1434;MT001
BKR1435;MT001
BKR1436;MT001
BKR1437;MT001
BKR1440;MT001
BKR1441;MT001
BKR1442;MT001
BKR1461;MT001
BKR1470;MT001
BKR1471;MT001
BKR1472;MT001
BKR1473;MT001
BKR1474;MT001
BKR1480;MT001
BKR1481;MT001
BKR1501;MT001
BKR1504;MT001
BKR1511;MT001
BKR1512;MT001
BKR1513;MT001
BKR1520;MT001
BKR1521;MT001
BKR1522;MT001
BKR1523;MT001
BKR1530;MT001
BKR1531;MT001
BKR1532;MT001
BKR1541;MT001
BKR1542;MT001
BKR1550;MT001
BKR1551;MT001
BKR1560;MT001
BKR1570;MT001
BKR1571;MT001
BKR1572;MT001
BKR1573;MT001
BKR1574;MT001
BKR1575;MT001
BKR1576;MT001
BKR1577;MT001
BKR1580;MT001
BKR1581;MT001
BKR1582;MT001
